DATE,Consumption,C_Durable Goods,C_Nondurable Goods,C_Services,Investment,I_Business,I_Fixed,Government_spending,GDP,10Y_FFR,Result
1972-04-30,0.6711601311013988,0.11441692326765268,1.2916276420903932,0.4727323940137541,0.9211573206371222,0.08646992665462516,0.3674767199794381,-0.2047454278818408,5.3,2.02,3.0
1972-10-31,0.8694047332341579,0.6356710832858891,1.323783329010521,0.4221091414223329,0.6317598571914392,0.006765420187998581,1.9091423217006651,0.5446034426807912,6.9,1.44,3.0
1973-01-31,0.5903105996028508,0.9223161579872936,0.2525242483393877,0.3323893599632777,1.1225418113530783,0.0615089452803693,1.5116806859229184,0.010357385719385768,7.6,0.52,3.0
1973-10-31,0.028562450849438214,-0.4762704362071834,-0.06653715718858849,0.4903902080832903,0.652525657842087,0.08276623250146503,-0.4849641927463963,0.39280156853929454,4.0,-3.22,3.0
1975-01-31,0.05958614694676136,-0.5886332248980458,-0.24765597418967866,0.7000517699008503,-3.538351788935185,-0.22542673696107224,-1.8367669108419689,1.1584950408314565,-2.3,0.37,3.0
1975-04-30,0.2064210490034444,0.06324179382402094,-0.4309713841914106,0.6839333608553531,-0.8643612544999345,-0.0954400172513403,-0.20164964919780135,0.6720710869904749,-1.8,2.74,3.0
1975-07-31,1.5306409753629846,1.7414950754241398,2.094992634079144,0.5506288721601066,1.3243217562130565,0.17396746160352328,0.9136283571046356,0.0759913785998774,0.8,1.96,3.0
1976-01-31,1.4528312595077375,1.5444692561066244,1.3585126759725166,0.990926722220446,1.9356995925305116,0.1850481954958019,1.5681882571808219,-0.0619107489197929,6.2,2.87,3.0
1976-04-30,0.029672110697350075,0.4955702238583844,-0.42918056991771997,-0.029617395291622817,0.9160850778353584,0.07706779957883306,0.817601124665996,-0.6908723877453229,6.2,2.74,3.0
1976-07-31,0.2916615858522707,-0.08036143032757573,0.24407377290848015,0.4997452104319698,0.1955530917374659,0.016343798098917034,0.4291763732055244,0.09548829014251474,5.0,2.52,2.0
1977-01-31,0.8688338193317181,0.5098189758291893,0.2884602970829195,1.2122570373731725,1.3411014386611204,0.08137850093178699,1.7995112019420032,0.19283927550597726,3.2,2.6,2.0
1977-07-31,0.5610377979659353,-0.03176394819463864,0.3189221846314353,0.9401875544176947,1.029224441319037,0.08188688025170664,0.8615788717965589,-0.008227682302528856,5.8,1.91,3.0
1978-04-30,1.8095256340440824,2.1261281296048615,1.150608774497816,1.3822607615027034,2.1086643403700918,0.08960216791641082,3.3309880449781377,0.3060542308975076,6.1,1.26,3.0
1978-07-31,0.30571505375241337,-0.16723993610999688,0.7530581410571897,0.2761696800992958,0.8880095491159301,0.04486674287719955,1.4009275424048877,0.6224266536821274,5.2,0.83,3.0
1978-10-31,0.6393827657737698,0.1462938888087272,0.6294520905277394,0.7795181744713751,0.8891365892568195,0.051430740279181056,1.1903006083144858,0.17905299482757167,6.7,-0.32,3.0
1979-04-30,0.4211445406906335,-0.13446303802673007,0.4360004053022794,0.6801087254047402,0.13951251277094406,0.020006177326996177,0.1738129765784753,0.3749081051087019,2.7,-0.83,2.0
1979-07-31,0.7922105284926727,-0.03185967738163099,1.7482582248158691,0.5168486118419232,0.213603657146447,-0.0047772299235069185,1.176208709923953,0.6039013354897157,2.4,-1.52,2.0
1979-10-31,1.0021294064158777,-0.13023100554467398,1.6728687388891146,1.0528882826914765,-0.3218215468893013,-0.006718472037891981,-0.2226203923579081,0.27034391001219205,1.3,-3.47,3.0
1980-01-31,0.9462330110517966,0.7031595296874429,1.3575372673901631,0.5414602594765786,-0.10597098792122436,0.0135515275751952,-0.26881843162158103,0.9408485710099566,1.4,-3.02,3.0
1980-07-31,0.7716474657217869,1.0810645683014335,-0.2326632160325235,0.9978539123627947,-1.102537332759626,-0.12276621090613185,0.8087648387700759,0.5619377267204667,-1.6,1.22,3.0
1980-10-31,1.2694449510557946,0.5516212165093783,0.9664168462558448,1.5385647373905318,2.002550654834709,0.16388028913714234,1.966948568732786,-0.08473593119494187,0.0,-1.06,2.0
1981-01-31,0.6924503131783978,-0.023026892824095174,1.2953453820644545,0.5767363952341533,2.149717245711288,0.2036843052631395,0.8875013337509904,1.104185892113238,1.6,-6.51,2.0
1981-04-30,0.12796437552319942,-0.18690481378454585,0.32094598175333816,0.16064032162989472,-0.3865066829614243,-0.03827590864968123,0.6370869912898076,-0.1053159083532844,3.0,-2.04,3.0
1982-10-31,0.5214657005964536,0.19293068578340167,-0.398652270477437,1.090032999612018,-2.037307964695958,-0.19404741904037445,-0.5667119249277325,0.3942607547194071,-1.4,1.2,3.0
1983-01-31,0.3533086529423957,0.8385399145780019,-0.8403415457511183,0.6514073730958347,-0.0555552170830654,-0.00996646822268339,0.16309931755346102,0.03752907624747026,1.4,1.78,3.0
1983-04-30,0.4285912997946224,0.7126511895787276,0.1239507339849172,0.3090335415940422,1.398838876544416,0.21031498979648766,0.8434444589348745,-0.3048329451357951,3.3,1.6,3.0
1983-07-31,1.0043758076224023,1.2867984213325905,0.9952002341834036,0.5650040734912517,1.3801506569597242,0.1013727946002004,1.8096883255471372,0.2690396103528487,5.7,2.01,2.0
1983-10-31,0.37503418378866976,0.37361892680468,-0.1289051253321493,0.5277055991817269,2.278491774939547,0.20783811422419127,1.884726026355486,-0.3018954672586662,7.9,2.06,3.0
1984-10-31,-0.06608363182471247,-0.25283838911131506,-0.08129087141123573,0.05850087108232713,-0.3321758177555497,-0.01996330820668069,0.23543868847089486,0.4258068208540301,5.6,2.17,3.0
1985-01-31,0.9797814112397668,1.044435991694164,-0.10374026655124577,1.1966590916307944,-0.780504062515573,-0.04804568745292977,-0.1481320153764441,0.03640814271931821,4.6,3.03,3.0
1985-04-30,-0.02238045781800783,-0.33433899761058644,0.5322885349544958,-0.10973995367484078,0.0907310145017072,0.02418460539013173,-0.04891507646582915,0.1402846606642557,3.7,3.16,3.0
1985-07-31,0.2720840515679213,0.2684242351523056,-0.6374875358682937,0.6311503389825791,-0.6837582447036016,-0.02500463136713799,-0.6863417222833698,0.1004411823626194,4.3,2.43,3.0
1986-01-31,0.5218068021142827,0.8949366667383102,0.5842763325790871,0.08641273247423084,-0.4767101636452584,-0.01760953526833461,-0.3526781606414007,-0.15418226837988291,4.1,1.05,3.0
1986-04-30,-0.6900938354228715,-0.20864705703499675,-2.3213835524567905,-0.008798726270784929,-0.8003640743807391,-0.04989374255686959,-0.3619848946455119,-0.0528114158990448,3.7,0.31,2.0
1986-07-31,0.013603010625182954,0.2783847958056337,0.005542186276879083,-0.17999475689814765,-0.9782262929763788,-0.06810171995060395,-0.5372341661330284,0.2734152902421496,3.1,0.74,3.0
1987-01-31,-0.7943162632043299,-2.0614587018600763,-0.4022353171545268,0.100129623173399,-0.17925325021025626,0.06184401896432564,-1.3191599565692291,-0.16100380795328,2.7,0.65,3.0
1987-04-30,1.0125813973926625,1.6638405590775869,1.09177201793526,0.27486627867416635,-0.2207331079602834,-0.015482950859509006,0.07576602715487914,-0.07350724178735743,3.4,1.65,3.0
1987-07-31,0.12794843212719287,0.3709113804375089,-0.16532405992812546,0.043788090271037874,-0.16841116139679113,-0.016786134320116018,0.1947646245462881,-0.2729986489902579,3.3,1.87,3.0
1988-04-30,-0.032962459868665486,-0.4586069801906282,0.3885541216679356,0.03851248330139127,0.3895616313010575,0.03880586114810259,0.4557151369409903,-0.27614299081230403,4.5,1.85,3.0
1988-07-31,0.4455702054797827,-0.1375165030015474,0.27006157859827706,0.7352519895574418,-0.2308965996967684,-0.000558855904115641,-0.27407534946927503,-0.33672233752675657,4.2,1.31,3.0
1988-10-31,0.27780039092290143,-0.09916514030918447,0.4853202350958116,0.3093368603731628,0.21143420168456145,0.02726316448616496,0.24608997639319566,0.2995246662515282,3.8,0.5,3.0
1989-01-31,0.23910055835944466,0.4656909043844462,0.4282343694062621,-0.07797381806750102,0.5814344851801011,0.08793857198182982,-0.06005241554988744,0.022848155184847542,4.3,-0.03,3.0
1989-04-30,0.05561191243748279,-0.16653167798182492,0.36211398389688987,0.01260750046502744,-0.37440278569311297,-0.010953695085592595,-0.3641289648243169,0.07900081952639051,3.7,-0.66,3.0
1989-07-31,-0.2061881962771346,-0.4730081950053179,-0.01414373420134014,-0.09200900199108228,-0.2024009008356095,-0.023007993942327,0.3013367713592757,-0.024062288817821343,3.9,-1.22,3.0
1989-10-31,-0.1373598705951989,-0.4950808644693808,-0.11673325116965602,0.0840631941754848,-0.5760290963997353,-0.0034560756827767625,-1.0465376600095802,-0.04034323842419034,2.7,-0.83,3.0
1990-07-31,-0.11866540771565125,-0.7399203913047128,0.09024452408122732,0.15733220991738198,-0.6488828487190945,-0.0239909009632202,-0.8077391019725115,-0.14648627588335078,1.7,0.32,3.0
1991-01-31,-1.24383007158175,-1.8022804576168368,-0.9010529581036198,-0.8124811083149809,-1.1978466580536185,-0.06759916199866388,-1.5846472019257574,-1.4337604023330504,-1.0,1.18,3.0
1991-04-30,0.06545817990312351,0.6700593715242097,-0.4983350124929841,-0.03585431188375153,-0.5247570712836765,-0.04186452995359183,-0.4983112753311889,0.6117650677606763,-0.5,2.13,2.0
1991-07-31,-0.046944952342063966,0.14552607492918262,-0.29577552349670844,-0.051579839408884935,-0.16409690456856985,0.03620414126365467,-0.6144014199816534,0.339717191987428,-0.1,2.45,2.0
1991-10-31,-0.7081975987389127,-0.8393625929234078,-1.0854817620990684,-0.34327539087095144,0.14026068613712947,0.09728681079486144,-0.6635878895010359,-0.14178051950117654,1.2,2.32,3.0
1992-01-31,0.5990442014276781,0.6152578177157314,0.4311486746908181,0.4989805786616931,-0.9283544312204224,-0.11817869495069525,-0.29087184322768816,0.21495392388237086,2.9,3.0,2.0
1992-07-31,0.09351656177116506,0.3980670070819041,-0.050659579409589546,-0.052331557619326494,0.010426620753076848,0.02182340683300785,-0.08916570542117037,-0.16582694183998364,3.7,3.59,3.0
1993-01-31,-0.15257522901819626,0.2785323414570409,-0.490853222144069,-0.2316551217399688,0.1912232541273597,0.05767588445104512,-0.22534143332415016,-0.4999023625515055,3.3,3.58,2.0
1993-04-30,-0.20150202727581995,-0.15292874225375666,-0.5272031695254439,-0.07887020647164819,0.021742386073884897,0.0017685123753152976,0.24835946804560866,-0.3690504059351384,2.8,3.01,2.0
1993-07-31,0.06418389478038053,0.26299341704567497,-0.2460938550680791,0.04057259178455613,-0.3476046887105969,-0.04149724614648597,0.07738644802967314,-0.2256874153211219,2.3,2.75,3.0
1993-10-31,-0.08783570358856688,0.0448851483603221,-0.31011778536637025,-0.08327552971126638,1.1067232381084244,0.10532445022992637,1.2303421077175674,-0.27325716157383684,2.6,2.34,2.0
1994-01-31,-0.2332526786831965,0.05271203733562725,-0.2439266214826832,-0.3580619500088461,0.5118387641899886,0.0823312606462369,0.06699856914127711,-0.7502563563887701,3.4,2.7,2.0
1994-07-31,-0.28282134026648925,-0.5170371908038061,-0.08567067076133751,-0.19435330874489606,-0.4486700763525814,-0.030360133927853607,-0.1452003164859614,0.049016880485485435,4.3,3.04,3.0
1994-10-31,0.18890170497915765,0.6221334928503626,0.3181100675909243,-0.17515465581114564,0.904633682270125,0.09617403175197832,0.5537637790091042,-0.10366634432932698,4.1,2.98,2.0
1995-01-31,-0.4218435310383405,-0.5479268801084575,-0.1659056980674538,-0.3797016139820965,0.33200337244948025,0.026876616933978505,0.5220378875959564,-0.09487195153849527,3.5,2.25,3.0
1995-04-30,-0.4175522933456509,-0.6994214022148014,-0.9377938261149092,0.008785074922519533,-0.6846407554765869,-0.034763825465152554,-0.5768459970132852,-0.2167450062966328,2.4,1.01,3.0
1995-07-31,0.02069525319500609,0.26932593960187906,-0.048179965526578564,-0.12395557250226788,-0.36004814044607353,-0.030455604597839418,0.052339004126577535,-0.6921373352362563,2.7,0.43,3.0
1995-10-31,-0.3778806400005351,-0.1074460964063542,-0.7886486044287943,-0.30756606156103994,0.206409359681568,0.031933681086039924,0.14653857549917634,-0.35549207542621475,2.2,0.28,3.0
1996-01-31,-0.0867101063527993,-0.09016981837608323,0.1333502431373229,-0.1838644651422603,0.09533930756536407,0.0067018030525567325,0.3677411277828985,0.09208736031652127,2.6,0.09,3.0
1996-04-30,0.4256828787859836,0.760113050625792,0.9733768439638596,-0.09810599800995794,0.6904295617031785,0.06874589244665158,0.595447118489777,-0.2611237335909628,4.0,1.29,3.0
1996-10-31,-0.07275108810794652,0.15489202019443365,0.10320365161316084,-0.2814500919524832,-0.14994583547681165,-0.0015454048414589837,-0.016322946444663963,-0.3348099368697691,4.4,1.29,3.0
1997-01-31,-0.02448326077407608,0.1002508571081584,-0.3403947439756099,0.00235555405548052,0.2909717443771967,0.03978407002591405,0.13194912794482466,-0.3298414325849656,4.3,1.33,3.0
1997-07-31,0.02252799586611523,0.20712022603037852,-0.19164810523190506,-0.03755113542102519,0.4353496235889589,0.02013491278764138,0.9410088346382977,-0.06355382656867194,4.7,0.7,3.0
1997-10-31,0.0029037226058212942,-0.07940194631506586,-0.18414687904946053,0.07984137293063832,-0.2881535971163934,0.002431575689015218,-0.4371627192394631,-0.13799165124745966,4.5,0.53,2.0
1998-01-31,-0.35329810045260235,-0.10318508610511866,-0.4944122844422037,-0.38765163160067945,0.5605655147294807,0.052107456862086544,0.4404066260034873,-0.6947386108244887,4.9,-0.02,3.0
1998-04-30,0.06807034320145343,0.3798557966947829,-0.5494579497157568,0.07835371407668976,-0.3267899396138473,-0.0431892032099263,0.7139378035879603,-0.2442667689450507,4.1,0.19,3.0
1998-07-31,0.08631845262153907,-0.030004135911608183,0.1259022533969704,0.07374428236131089,0.16195028819367618,0.025814628106487863,0.11831907299602165,-0.24042497974471416,4.1,-0.08,3.0
1999-01-31,-0.1903577117379632,-0.6304746671503164,0.7016085925125741,-0.25145274915267163,0.3678357505091141,0.045584393742666124,0.13110788700090534,-0.3119378892153744,4.8,0.09,3.0
1999-04-30,0.2284448749647046,0.5166690620866857,0.6297157054201478,-0.17276122884618691,-0.2395773564118125,-0.02389407085715571,0.3896588890148137,-0.25113815999729744,4.7,0.44,3.0
1999-07-31,-0.11587504601557705,0.25619250836431634,-0.4353181293171815,-0.21704550443980347,0.22493249258657896,0.025641256419926428,0.2750140418400765,-0.10522061531843806,4.7,0.8,3.0
